"","Site_ID","Site_Name","Conc_Name","Month","Season","Year","CH4_uM","CO2_uM","N2O_uM","Tw","Cond_uScm","pH","DO_mgL","Chla_ugL","Salinity_PSU","TSS_mgL","NO3_uM","NH4_uM","TN_uM","SRP_uM","TP_uM","DOC_uM","POC_uM","DIC_uM","SUVA254","Ageof14CO2_yrBP","Ageof14CH4_yrBP","Diff_CH4_mmolm2d","Eb_CH4_mmolm2d","Storf_CH4","IBSf_CH4","Total_CH4_mmolm2d","Diff_CO2_mmolm2d","Eb_CO2_mmolm2d","CO2_mmolm2d","N2O_mmolm2d","Lake_name","Hylak_id","WaterType","Region","Country","Cryozone","Ecozone","Latitude","Longitude","Elevation_m","Surface_area_km2","Depth_max_m","Depth_mean_m","Trophic_status","Icefree_days_peryr","MAT","MAP","sizeclass2","sizeclass10","sizeclass5","depthclass","depthclass10","ikt"
"3496",16156,"Lake ABLE",NA,"July","Summer","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,NA,NA,NA,NA,NA,NA,NA,NA,"Yukon-Kuskokwim Delta",57018,"TKP","Alaska","USA","C","Tundra",61.067776,-162.017282,7,NA,1,2.4,NA,130,-0.85833324181537,435,NA,NA,NA,"depth_1_5","depth_1_5",NA
"3545",16205,"Yaganto",NA,"July-August","Summer","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21875,NA,NA,NA,NA,NA,NA,NA,NA,"Yaganto",NA,"TKL","Siberia","Russia","C","Tundra",64.47,76.58,50,8.53999999999999,3,NA,"Oligotrophic",NA,-5.48333339703579,506,"lake","medium_lake","lake","depth_1_5","depth_1_5",NA
"3546",16206,"Lake 1 Yasavei","Lake 1 Yasavei","August","Summer","2010",NA,NA,NA,12.8,6.7,5.9,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,NA,NA,NA,NA,NA,NA,NA,NA,"Lake 1 Yasavei",NA,"Lake","Siberia","Russia","C","Tundra",67.5833,78.91,11,1.2,2.5,NA,NA,NA,-8.42500011126202,443,"medium_lake","medium_lake","medium_lake","depth_1_5","depth_1_5",0.15671604810084
"3547",16207,"Lake 2 Yasavei","Lake 2 Yasavei","August","Summer","2010",NA,NA,NA,12.9,15.1,5.8,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825,NA,NA,NA,NA,NA,NA,NA,NA,"Lake 2 Yasavei",NA,"Lake","Siberia","Russia","C","Tundra",67.587168,78.897227,11,1.2,2.5,NA,NA,NA,-8.42500011126202,443,"medium_lake","medium_lake","medium_lake","depth_1_5","depth_1_5",0.170903194753997
"3548",16208,"Lake 3 Yasavei","Lake 3 Yasavei","August","Summer","2010",NA,NA,NA,13.3,13.9,6.4,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,"Lake 3 Yasavei",NA,"Lake","Siberia","Russia","C","Tundra",67.585,78.914893,11,1.2,2.5,NA,NA,NA,-8.42500011126202,443,"medium_lake","medium_lake","medium_lake","depth_1_5","depth_1_5",0.227552726406621
"3549",16209,"Lake 4 Yasavei","Lake 4 Yasavei","August","Summer","2010",NA,NA,NA,10.9,19.7,6.3,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405,NA,NA,NA,NA,NA,NA,NA,NA,"Lake 4 Yasavei",NA,"Lake","Siberia","Russia","C","Tundra",67.580873,78.918819,11,1.2,2.5,NA,NA,NA,-8.42500011126202,443,"medium_lake","medium_lake","medium_lake","depth_1_5","depth_1_5",-0.11473768434989
"3550",16210,"Lake 5 Yasavei","Lake 5 Yasavei","August","Summer","2010",NA,NA,NA,10.2,17.4,6.5,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA,"Lake 5 Yasavei",NA,"Lake","Siberia","Russia","C","Tundra",67.580297,78.913937,11,1.2,2.5,NA,NA,NA,-8.42500011126202,443,"medium_lake","medium_lake","medium_lake","depth_1_5","depth_1_5",-0.215664632342424
"3551",16211,"Lake 1 Gyda","Lake 1 Gyda","August","Summer","2010",NA,NA,NA,8.4,27.7,7.5,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.795,NA,NA,NA,NA,NA,NA,NA,NA,"Lake 1 Gyda",NA,"Lake","Siberia","Russia","C","Tundra",70.901428,78.531241,45,0.36,2.5,NA,NA,NA,-11.1000000238419,315,"medium_lake","small_lake","small_lake","depth_1_5","depth_1_5",-0.477495513632739
"3552",16212,"Lake 2 Gyda","Lake 2 Gyda","August","Summer","2010",NA,NA,NA,8.5,29.1,7.3,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA,"Lake 2 Gyda",NA,"Lake","Siberia","Russia","C","Tundra",70.901815,78.540743,45,0.36,2.5,NA,NA,NA,-11.1000000238419,315,"medium_lake","small_lake","small_lake","depth_1_5","depth_1_5",-0.462861554973721
"3553",16213,"Lake 3 Gyda","Lake 3 Gyda","August","Summer","2010",NA,NA,NA,8.1,30.2,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555,NA,NA,NA,NA,NA,NA,NA,NA,"Lake 3 Gyda",NA,"Lake","Siberia","Russia","C","Tundra",70.897111,78.527513,45,0.36,2.5,NA,NA,NA,-11.1000000238419,315,"medium_lake","small_lake","small_lake","depth_1_5","depth_1_5",-0.52145982783339
"3554",16214,"Lake 4 Gyda","Lake 4 Gyda","August","Summer","2010",NA,NA,NA,8.6,34.9,7.4,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,"Lake 4 Gyda",NA,"Lake","Siberia","Russia","C","Tundra",70.904584,78.517,45,0.36,2.5,NA,NA,NA,-11.1000000238419,315,"medium_lake","small_lake","small_lake","depth_1_5","depth_1_5",-0.448237984217918
"3555",16215,"Lake 5 Gyda","Lake 5 Gyda","August","Summer","2010",NA,NA,NA,8.8,23.6,7.1,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.495,NA,NA,NA,NA,NA,NA,NA,NA,"Lake 5 Gyda",NA,"Lake","Siberia","Russia","C","Tundra",70.905189,78.530658,45,0.36,2.5,NA,NA,NA,-11.1000000238419,315,"medium_lake","small_lake","small_lake","depth_1_5","depth_1_5",-0.419021962204297
"3556",16216,"Lake 1 Tazovskii","Lake 1 Tazovskii","August","Summer","2010",NA,NA,NA,16.6,14.7,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.395,NA,NA,NA,NA,NA,NA,NA,NA,"Lake 1 Tazovskii",NA,"TKL","Siberia","Russia","C","Tundra",67.190669,78.9042,41,NA,3,NA,NA,NA,-8.42500007152557,447,NA,NA,NA,"depth_1_5","depth_1_5",0.688943366151769
"3557",16217,"Lake 2 Tazovskii","Lake 2 Tazovskii","August","Summer","2010",NA,NA,NA,17.7,5.1,5.3,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.705,NA,NA,NA,NA,NA,NA,NA,NA,"Lake 2 Tazovskii",NA,"TKL","Siberia","Russia","C","Tundra",67.197639,78.913883,41,NA,3,NA,NA,NA,-8.42500007152557,447,NA,NA,NA,"depth_1_5","depth_1_5",0.840413595657232
"3558",16218,"Lake 3 Tazovskii","Lake 3 Tazovskii","August","Summer","2010",NA,NA,NA,18.4,18.3,5.3,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.575,NA,NA,NA,NA,NA,NA,NA,NA,"Lake 3 Tazovskii",NA,"TKL","Siberia","Russia","C","Tundra",67.19434,78.919629,41,NA,3,NA,NA,NA,-8.42500007152557,447,NA,NA,NA,"depth_1_5","depth_1_5",0.936208638763659
"3559",16219,"Lake 4 Tazovskii","Lake 4 Tazovskii","August","Summer","2010",NA,NA,NA,20,14.5,5.1,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.125,NA,NA,NA,NA,NA,NA,NA,NA,"Lake 4 Tazovskii",NA,"TKL","Siberia","Russia","C","Tundra",67.189556,78.915586,41,NA,3,NA,NA,NA,-8.42500007152557,447,NA,NA,NA,"depth_1_5","depth_1_5",1.15345081736558
"3560",16220,"Lake 5 Tazovskii","Lake 5 Tazovskii","August","Summer","2010",NA,NA,NA,17.5,7.3,5.3,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,NA,NA,NA,NA,NA,NA,NA,NA,"Lake 5 Tazovskii",NA,"TKL","Siberia","Russia","C","Tundra",67.189721,78.923034,41,NA,3,NA,NA,NA,-8.42500007152557,447,NA,NA,NA,"depth_1_5","depth_1_5",0.812958831883741
"3561",16221,"Lake 6 Tazovskii","Lake 6 Tazovskii","August","Summer","2010",NA,NA,NA,18,8.9,5.3,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.215,NA,NA,NA,NA,NA,NA,NA,NA,"Lake 6 Tazovskii",NA,"TKL","Siberia","Russia","C","Tundra",67.182789,78.911436,41,NA,3,NA,NA,NA,-8.42500007152557,447,NA,NA,NA,"depth_1_5","depth_1_5",0.88152501807231
"3562",16222,"Coastal Fen Ponds","Coastal Fen Ponds","July","Summer","1990",3.3388,128.49937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.68285,NA,NA,NA,NA,NA,NA,297.483821136364,NA,"Coastal Fen Ponds",NA,"Pond","Ontario","Canada","S","Tundra",51.28,-80.37,5,0.00047,0.31,NA,NA,NA,-0.466666529575985,680,"medium_pond","small_pond","small_pond","depth_1","depth_1",NA
"3567",16223,"Interior Fen Ponds","Interior Fen Ponds","July","Summer","1990",15.65043,246.25927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5737675,NA,NA,NA,NA,NA,NA,191.772422363636,NA,"Interior Fen Ponds",NA,"Pond","Ontario","Canada","S","Tundra",51.3,-80.53,6,0.00035,0.45,NA,NA,NA,-0.341666559378301,667,"medium_pond","small_pond","small_pond","depth_1","depth_1",NA
"3573",16224,"Kinosheo Bog Ponds","Kinosheo Bog Ponds","July","Summer","1990",4.23392,70.20338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.489475,NA,NA,NA,NA,NA,NA,14.5072738409091,NA,"Kinosheo Bog Ponds",NA,"Pond","Ontario","Canada","S","Tundra",51.33,-81.5,56,0.0065,0.71,NA,NA,NA,-0.716666797796887,668,"pond","medium_pond","pond","depth_1","depth_1",NA
"3580",16225,"Jankalaisenlampi",NA,"May","Spring","1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5625,0,NA,NA,4.5625,60,NA,60,0.00186363636363636,"Jankalaisenlampi",NA,"Pond","Scandinavian","Finland","S","Peatland",67.166667,27.6666667,175,0.01,3.2,NA,NA,185,-0.6333333576719,507,"pond","pond","pond","depth_1_5","depth_1_5",NA
"3586",16226,"Kotsamolampi",NA,"June","Spring","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2125,0,NA,NA,0.2125,-0.818181818181818,NA,-0.818181818181818,-0.000704545454545455,"Kotsamolampi",NA,"Pond","Scandinavian","Finland","S","Peatland",68.0833333,27.1,278,0.01,1.8,NA,NA,185,-1.4416667819023,508,"pond","pond","pond","depth_1_5","depth_1_5",NA
"4218",15847,"MH","MH","June","Spring","2010",0.49,NA,NA,10.02376923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.440625,0.142596153875,NA,NA,0.583221153875,NA,NA,NA,NA,"Mellan Harrsjön",NA,"Lake","Scandinavian","Sweden","S",NA,68.3583327,19.04189788,350,0.011,6.7,1.8,NA,152,-0.741666639844579,370,"pond","pond","pond","depth_5_15","depth_5_10",-0.24115244764009
"4722",15848,"VS","VS","June","Spring","2010",0.09,NA,NA,11.9918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1365625,0,NA,NA,0.1365625,NA,NA,NA,NA,"Villasjön",1195525,"Pond","Scandinavian","Sweden","S",NA,68.35421558,19.05199392,350,0.17,1.3,0.7,NA,152,-0.741666639844579,370,"small_lake","small_lake","small_lake","depth_1_5","depth_1_5",0.0416903256998467
"5171",16229,"Pool 1",NA,"May-August","Spring/Summer","2003-2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1493125,1.51652083333333,NA,NA,8.66583333333333,4.64583333333333,NA,4.64583333333333,NA,"Pool 1",NA,"Pond","Quebec","Canada","S","Tundra",53.65062649,-77.7368048,186,0.003363,NA,0.75,NA,174,-2.47500000397365,686,"pond","medium_pond","medium_pond",NA,NA,NA
"5172",16230,"Pool 2",NA,"May-August","Spring/Summer","2003-2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.396875,1.14479166666667,NA,NA,6.54166666666667,11.5258333333333,NA,11.5258333333333,NA,"Pool 2",NA,"Pond","Quebec","Canada","S","Tundra",53.65062683,-77.73680412,186,0.003489,NA,0.7,NA,174,-2.47500000397365,686,"pond","medium_pond","medium_pond",NA,NA,NA
"5173",16231,"Pool 3",NA,"May-August","Spring/Summer","2003-2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.335875,4.52579166666667,NA,NA,25.8616666666667,11.765,NA,11.765,NA,"Pool 3",NA,"Pond","Quebec","Canada","S","Tundra",53.65062617,-77.73680495,186,0.000598,NA,0.65,NA,174,-2.47500000397365,686,"medium_pond","small_pond","medium_pond",NA,NA,NA
"5174",16232,"Pool 4",NA,"May-August","Spring/Summer","2003-2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.088875,1.07945833333333,NA,NA,6.16833333333333,18.5433333333333,NA,18.5433333333333,NA,"Pool 4",NA,"Pond","Quebec","Canada","S","Tundra",53.65062654,-77.73680438,186,0.000359,NA,0.4,NA,174,-2.47500000397365,686,"medium_pond","small_pond","small_pond",NA,NA,NA
"5175",16233,"Pool 5",NA,"May-August","Spring/Summer","2003-2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.153625,0.244708333333333,NA,NA,1.39833333333333,3.03583333333333,NA,3.03583333333333,NA,"Pool 5",NA,"Pond","Quebec","Canada","S","Tundra",53.65062691,-77.7368047,186,0.002216,NA,0.75,NA,174,-2.47500000397365,686,"pond","medium_pond","medium_pond",NA,NA,NA
"5176",16234,"Pool 6",NA,"May-August","Spring/Summer","2003-2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.404875,0.510125,NA,NA,2.915,7.34,NA,7.34,NA,"Pool 6",NA,"Pond","Quebec","Canada","S","Tundra",53.65062629,-77.73680426,186,0.001362,NA,0.7,NA,174,-2.47500000397365,686,"medium_pond","medium_pond","medium_pond",NA,NA,NA
"5177",16235,"Pool 7",NA,"May-August","Spring/Summer","2003-2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2411875,0.899645833333333,NA,NA,5.14083333333333,8.11833333333333,NA,8.11833333333333,NA,"Pool 7",NA,"Pond","Quebec","Canada","S","Tundra",53.65062675,-77.73680463,186,0.000522,NA,0.55,NA,174,-2.47500000397365,686,"medium_pond","small_pond","medium_pond",NA,NA,NA
"5178",16236,"Pool 8",NA,"May-August","Spring/Summer","2003-2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7336875,1.64047916666667,NA,NA,9.37416666666667,5.485,NA,5.485,NA,"Pool 8",NA,"Pond","Quebec","Canada","S","Tundra",53.65062638,-77.73680489,186,0.000344,NA,0.3,NA,174,-2.47500000397365,686,"medium_pond","small_pond","small_pond",NA,NA,NA
"5179",16237,"Pool 9",NA,"May-August","Spring/Summer","2003-2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.379375,0.928958333333333,NA,NA,5.30833333333333,12.2808333333333,NA,12.2808333333333,NA,"Pool 9",NA,"Pond","Quebec","Canada","S","Tundra",53.65062662,-77.73680445,186,0.001248,NA,0.45,NA,174,-2.47500000397365,686,"medium_pond","medium_pond","medium_pond",NA,NA,NA
"5180",16238,"Pool 10",NA,"May-August","Spring/Summer","2003-2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3890625,0.506770833333333,NA,NA,2.89583333333333,11.1441666666667,NA,11.1441666666667,NA,"Pool 10",NA,"Pond","Quebec","Canada","S","Tundra",53.65062647,-77.73680418,186,0.001969,NA,0.45,NA,174,-2.47500000397365,686,"medium_pond","medium_pond","medium_pond",NA,NA,NA
"5181",16239,"Pool 11",NA,"May-August","Spring/Summer","2003-2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5735,1.6065,NA,NA,9.18,NA,NA,NA,NA,"Pool 11",NA,"Pond","Quebec","Canada","S","Tundra",53.65062696,-77.73680457,186,0.000461,NA,0.35,NA,174,-2.47500000397365,686,"medium_pond","small_pond","small_pond",NA,NA,NA
"5182",16240,"Pool 12",NA,"May-August","Spring/Summer","2003-2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4373125,2.00185416666667,NA,NA,11.4391666666667,9.59166666666667,NA,9.59166666666667,NA,"Pool 12",NA,"Pond","Quebec","Canada","S","Tundra",53.65062613,-77.73680431,186,9.9e-05,NA,0.35,NA,174,-2.47500000397365,686,"small_pond","small_pond","small_pond",NA,NA,NA
"5183",16241,"Pool 13",NA,"May-August","Spring/Summer","2003-2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.668125,3.32354166666667,NA,NA,18.9916666666667,9.025,NA,9.025,NA,"Pool 13",NA,"Pond","Quebec","Canada","S","Tundra",53.6506268,-77.73680492,186,0.007391,NA,0.55,NA,174,-2.47500000397365,686,"pond","medium_pond","pond",NA,NA,NA
"5184",16242,"Pool 14",NA,"May-August","Spring/Summer","2003-2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4523125,0.5201875,NA,NA,2.9725,2.19416666666667,NA,2.19416666666667,NA,"Pool 14",NA,"Pond","Quebec","Canada","S","Tundra",53.65062624,-77.73680467,186,0.000558,NA,0.6,NA,174,-2.47500000397365,686,"medium_pond","small_pond","medium_pond",NA,NA,NA
"5185",16243,"Pool 15",NA,"May-August","Spring/Summer","2003-2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5804375,3.5170625,NA,NA,20.0975,17.5466666666667,NA,17.5466666666667,NA,"Pool 15",NA,"Pond","Quebec","Canada","S","Tundra",53.65062669,-77.73680422,186,0.00019,NA,0.3,NA,174,-2.47500000397365,686,"small_pond","small_pond","small_pond",NA,NA,NA
"5186",16244,"Pool 16",NA,"May-August","Spring/Summer","2003-2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6255625,0.5569375,NA,NA,3.1825,30.0675,NA,30.0675,NA,"Pool 16",NA,"Pond","Quebec","Canada","S","Tundra",53.65062658,-77.7368048,186,1.5e-05,NA,0.45,NA,174,-2.47500000397365,686,"small_pond","small_pond","small_pond",NA,NA,NA
"5187",16245,"Deep Pool",NA,"June-October","Spring/Summer/Autumn","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA,NA,NA,NA,"Deep Pool",NA,"Pond","Ontario","Canada","S","Tundra",51.57784463,-81.82707478,66,0.038,1,NA,NA,185,-0.950000087420159,651,"small_lake","pond","pond","depth_1_5","depth_1_5",NA
"5188",16246,"Alaskan lakes",NA,"July-August","Summer","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.2,NA,NA,NA,NA,NA,NA,NA,NA,"Alaskan lakes",21450,"Pond","Alaska","USA","C","Tundra",70.48,-157.47,17,4.4e-05,NA,NA,NA,NA,-10.6416666507721,132,"small_pond","small_pond","small_pond",NA,NA,NA
"5189",16255,"Mosquito Lake",NA,"May","Spring","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.260990625,NA,NA,NA,NA,NA,NA,NA,NA,"Mosquito Lake",NA,"Lake","Alaska","USA","D","Boreal forest",61.194,-149.81117,67,0.1,1,NA,NA,NA,2.46666671832403,847,"small_lake","small_lake","small_lake","depth_1_5","depth_1_5",NA
"5269",16357,"Goose Lake",NA,"May","Spring","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011299375,NA,NA,NA,NA,NA,NA,NA,NA,"Goose Lake",NA,"TKL","Alaska","USA","D","Boreal forest",61.194,-149.8175,64,0.0277,1,NA,NA,NA,2.48333336909612,851,"small_lake","pond","pond","depth_1_5","depth_1_5",NA
"5281",16256,"FTlake",NA,"August","Summer","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,1.5,NA,1.5,NA,"FTlake",NA,"Lake","Siberia","Russia","D","Tundra",65.87100964,74.98877251,72,0.07,1.4,NA,NA,NA,-6.86666673421858,454,"small_lake","pond","small_lake","depth_1_5","depth_1_5",NA
"5282",16257,"Inland Pond",NA,"June","Spring","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.284016875,NA,NA,NA,NA,NA,NA,NA,NA,"Inland Pond",NA,"Pond","Manitoba","Canada","C","Tundra",58.45,-94.09,22,2e-04,NA,NA,NA,NA,-6.24999996523062,415,"medium_pond","small_pond","small_pond",NA,NA,NA
"5309",16258,"Coastal Pond",NA,"June","Spring","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.229183125,NA,NA,NA,NA,NA,NA,NA,NA,"Coastal Pond",NA,"Pond","Manitoba","Canada","C","Tundra",65.52,-74.58,-11,0.00071,NA,NA,NA,NA,NA,NA,"medium_pond","small_pond","medium_pond",NA,NA,NA
"5337",16295,"Tundra Region lakes",NA,"August","Summer","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3125,NA,NA,NA,NA,NA,NA,NA,NA,"Tundra Region lakes",NA,"Lake","Alaska","USA","C","Tundra",69.609225,-148.8891083,140,NA,NA,NA,NA,138,-10.3416666388512,181,NA,NA,NA,NA,NA,NA
"5339",16296,"Mountain Region lakes",NA,"August","Summer","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.302287581699346,NA,NA,NA,NA,NA,NA,NA,NA,"Mountain Region lakes",NA,"Lake","Alaska","USA","D","Tundra",67.94899242,-149.6143061,1349,NA,NA,NA,NA,153,-9.76666662096977,294,NA,NA,NA,NA,NA,NA
"5341",16297,"Taiga Region lakes",NA,"August","Summer","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.388257575757576,NA,NA,NA,NA,NA,NA,NA,NA,"Taiga Region lakes",NA,"Lake","Alaska","USA","S","Boreal forest",65.96110758,-149.090353,166,NA,NA,NA,NA,198,-3.98333328962326,292,NA,NA,NA,NA,NA,NA
"5343",16298,"Alas Pond","Alas Pond","June","Spring","2004",NA,NA,NA,17.3758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.81258,NA,NA,NA,NA,NA,NA,NA,0.000982217142857143,"Alas Pond",NA,"Pond","Siberia","Russia","C","Boreal forest",62.31728448,129.5060951,216,0.00604,1.5,NA,NA,NA,-10.4166663487752,254,"pond","medium_pond","pond","depth_1_5","depth_1_5",0.795890398013071
"5362",16299,"EVV Upper lake","EVV Upper lake","July","Summer","2014",0.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.791875,0.5771875,NA,NA,4.3690625,NA,NA,NA,NA,"EVV Upper lake",NA,"Pond","Greenland","Denmark","C",NA,67.087778,-50.287222,271,0.002,5.4,1.8,NA,92,-5.58333318432172,222,"pond","medium_pond","medium_pond","depth_5_15","depth_5_10",NA
"5363",16300,"Kolyma River basin lakes","Kolyma River basin lakes","August","Summer","1995",0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23125,NA,NA,NA,NA,NA,NA,NA,NA,"Kolyma River basin lakes",NA,"Lake","Siberia","Russia","C","Tundra",69,161,4,NA,NA,NA,NA,NA,-11.9749999741713,167,NA,NA,NA,NA,NA,NA
"5376",16301,"Samoylov Island pond",NA,"August","Summer","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31328,NA,NA,NA,NA,0.0078494725,NA,0.0078494725,NA,"Samoylov Island pond",NA,"Pond","Siberia","Russia","C","Tundra",72.37466669,126.5114728,9,0.024,3.4,1.2,NA,NA,-12.9166667064031,301,"small_lake","pond","pond","depth_1_5","depth_1_5",NA
"5404",16302,"Big Pond","Big Pond","August","Summer","2006",500,3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21875,NA,NA,NA,11.375,1.70833333333333,NA,1.70833333333333,NA,"Big Pond",NA,"TKP","Siberia","Russia","D","Tundra",67.50395952,86.42976549,20,5e-04,NA,NA,NA,153,-8.12499999006589,503,"medium_pond","small_pond","medium_pond",NA,NA,NA
